id,topic_id,timestamp,data
9,10,1714499529892998961,506.840458132537
19,10,1714499529993888640,506.845945529803
30,10,1714499530093440827,506.845945529803
41,10,1714499530193866630,488.36852120094716
52,10,1714499530295063567,446.34739833452596
63,10,1714499530392964451,404.494205768142
74,10,1714499530492993126,363.8048927653393
85,10,1714499530593008533,325.16957114711704
96,10,1714499530692867272,290.8693864950383
107,10,1714499530793403026,258.3123109725899
118,10,1714499530893675222,226.71306204098607
129,10,1714499530993846183,193.55167268716642
140,10,1714499531093852323,160.10640992789763
151,10,1714499531193737754,127.11141766182926
162,10,1714499531293853224,97.08533617390424
173,10,1714499531393877837,85.63476221722111
184,10,1714499531492945218,86.88677977690277
195,10,1714499531593101336,76.77768230416962
206,10,1714499531693765062,66.73080248281148
217,10,1714499531793669692,66.50281948910136
228,10,1714499531893064850,66.85899341150747
239,10,1714499531992906372,60.73147865810613
250,10,1714499532093079127,59.09579088226166
261,10,1714499532193020849,59.09579088226166
272,10,1714499532292834417,54.98693026529122
283,10,1714499532392971499,52.592775169218825
294,10,1714499532493960703,54.89592425672419
305,10,1714499532594537917,52.555327988701585
316,10,1714499532694233969,49.764445139074944
327,10,1714499532794360892,50.75492586931834
338,10,1714499532894158086,51.99038372622383
349,10,1714499532994196252,51.894122981316485
360,10,1714499533094130993,48.076111531612035
371,10,1714499533194333679,46.78474644582356
382,10,1714499533294159336,50.94236939915535
393,10,1714499533395082083,48.94703770403272
404,10,1714499533495078551,47.67598976424087
415,10,1714499533594051935,48.6672374395753
426,10,1714499533693665969,46.36607056889768
437,10,1714499533793734755,43.35031718453742
448,10,1714499533893589099,41.9434142625514
459,10,1714499533994465275,42.782151652295376
470,10,1714499534093402050,41.93521789617886
481,10,1714499534193700169,40.52853932724445
492,10,1714499534293265486,39.122404067234925
503,10,1714499534393538497,40.38099800648815
514,10,1714499534492742437,44.57928330514074
525,10,1714499534593407830,42.77996026178612
536,10,1714499534693795943,42.81719864727257
547,10,1714499534794253958,43.27383736162071
558,10,1714499534894813490,43.00363356740916
569,10,1714499534994187508,43.00363356740916
580,10,1714499535094122374,44.683609970547366
591,10,1714499535193825763,44.87273671172731
602,10,1714499535295047571,44.30716646322579
613,10,1714499535394139322,43.09074726666967
624,10,1714499535493897912,44.646528420471846
635,10,1714499535593905243,43.29116538047919
646,10,1714499535694247973,41.8359892915179
657,10,1714499535794165540,43.41946568072896
668,10,1714499535893708129,45.33348651934903
679,10,1714499535992849818,43.84703524755123
690,10,1714499536093235686,41.17720850179138
701,10,1714499536192894937,42.39177396618358
712,10,1714499536292938993,42.39177396618358
723,10,1714499536393449824,44.22244905022787
734,10,1714499536493589885,38.17230671573307
745,10,1714499536592874502,37.789714209027835
756,10,1714499536692955465,41.1703777004778
767,10,1714499536792899327,39.75628881070264
778,10,1714499536892873658,35.52551899691263
789,10,1714499536992878147,35.51408171415952
800,10,1714499537093704674,38.34139408002792
811,10,1714499537194359805,38.218123972795944
822,10,1714499537293719301,34.12568680627542
833,10,1714499537393747304,32.49807686617779
844,10,1714499537493753465,34.307433596816885
855,10,1714499537593822274,35.556293395122054
866,10,1714499537693788760,35.33588827240657
877,10,1714499537793474434,35.68700743968314
888,10,1714499537893304652,36.70575567945714
899,10,1714499537993717286,38.36991008589934
910,10,1714499538094165002,36.38079850690471
921,10,1714499538193476895,33.87476937190864
932,10,1714499538294086633,36.43573108913831
943,10,1714499538393611845,35.556293395122054
954,10,1714499538493342777,33.75370350050495
965,10,1714499538593353684,33.75370350050495
976,10,1714499538693766102,35.17811819867572
987,10,1714499538793679280,34.32382554436495
998,10,1714499538892818363,31.954068598536868
1009,10,1714499538992931738,29.36515792567784
1020,10,1714499539092889438,30.940467029442203
1031,10,1714499539193054455,32.33032632065442
1042,10,1714499539292790908,30.75101624336991
1053,10,1714499539393173146,27.86687101200994
1064,10,1714499539493522463,29.296970833176594
1075,10,1714499539593777454,28.094705906985393
1086,10,1714499539693763468,26.345065951710957
1097,10,1714499539793614439,25.30316185775999
1108,10,1714499539893803223,26.28687885618983
1119,10,1714499539993286994,26.66106712042862
1130,10,1714499540093722580,27.49772717880516
1141,10,1714499540193749897,26.082800846534866
1152,10,1714499540293906627,24.700708491863143
1163,10,1714499540394181123,23.849790355472727
1174,10,1714499540493763736,24.85080481594107
1185,10,1714499540594208764,24.79541288222481
1196,10,1714499540693728396,24.964975465639856
1207,10,1714499540794054785,24.710827586303136
1218,10,1714499540893390542,23.305042372842834
1229,10,1714499540994180588,26.590646851853755
1240,10,1714499541093957675,26.345065951710957
1251,10,1714499541193584043,24.710827586303136
1262,10,1714499541293903033,24.710827586303136
1273,10,1714499541393876419,26.28687885618983
1284,10,1714499541493509418,26.32964109136317
1295,10,1714499541594416032,24.68045785636887
1306,10,1714499541694129090,24.68045785636887
