id,topic_id,timestamp,data
12,13,1714499529892998961,False
22,13,1714499529993888640,False
33,13,1714499530093440827,False
44,13,1714499530193866630,False
55,13,1714499530295063567,False
66,13,1714499530392964451,False
77,13,1714499530492993126,False
88,13,1714499530593008533,False
99,13,1714499530692867272,False
110,13,1714499530793403026,False
121,13,1714499530893675222,False
132,13,1714499530993846183,False
143,13,1714499531093852323,False
154,13,1714499531193737754,False
165,13,1714499531293853224,False
176,13,1714499531393877837,False
187,13,1714499531492945218,False
198,13,1714499531593101336,False
209,13,1714499531693765062,False
220,13,1714499531793669692,False
231,13,1714499531893064850,False
242,13,1714499531992906372,False
253,13,1714499532093079127,False
264,13,1714499532193020849,False
275,13,1714499532292834417,False
286,13,1714499532392971499,False
297,13,1714499532493960703,False
308,13,1714499532594537917,False
319,13,1714499532694233969,False
330,13,1714499532794360892,False
341,13,1714499532894158086,False
352,13,1714499532994196252,False
363,13,1714499533094130993,False
374,13,1714499533194333679,False
385,13,1714499533294159336,False
396,13,1714499533395082083,False
407,13,1714499533495078551,False
418,13,1714499533594051935,False
429,13,1714499533693665969,False
440,13,1714499533793734755,False
451,13,1714499533893589099,False
462,13,1714499533994465275,False
473,13,1714499534093402050,False
484,13,1714499534193700169,False
495,13,1714499534293265486,False
506,13,1714499534393538497,False
517,13,1714499534492742437,False
528,13,1714499534593407830,False
539,13,1714499534693795943,False
550,13,1714499534794253958,False
561,13,1714499534894813490,False
572,13,1714499534994187508,False
583,13,1714499535094122374,False
594,13,1714499535193825763,False
605,13,1714499535295047571,False
616,13,1714499535394139322,False
627,13,1714499535493897912,False
638,13,1714499535593905243,False
649,13,1714499535694247973,False
660,13,1714499535794165540,False
671,13,1714499535893708129,False
682,13,1714499535992849818,False
693,13,1714499536093235686,False
704,13,1714499536192894937,False
715,13,1714499536292938993,False
726,13,1714499536393449824,False
737,13,1714499536493589885,False
748,13,1714499536592874502,False
759,13,1714499536692955465,False
770,13,1714499536792899327,False
781,13,1714499536892873658,False
792,13,1714499536992878147,False
803,13,1714499537093704674,False
814,13,1714499537194359805,False
825,13,1714499537293719301,False
836,13,1714499537393747304,False
847,13,1714499537493753465,False
858,13,1714499537593822274,False
869,13,1714499537693788760,False
880,13,1714499537793474434,False
891,13,1714499537893304652,False
902,13,1714499537993717286,False
913,13,1714499538094165002,False
924,13,1714499538193476895,False
935,13,1714499538294086633,False
946,13,1714499538393611845,False
957,13,1714499538493342777,False
968,13,1714499538593353684,False
979,13,1714499538693766102,False
990,13,1714499538793679280,False
1001,13,1714499538892818363,False
1012,13,1714499538992931738,False
1023,13,1714499539092889438,False
1034,13,1714499539193054455,False
1045,13,1714499539292790908,False
1056,13,1714499539393173146,False
1067,13,1714499539493522463,False
1078,13,1714499539593777454,False
1089,13,1714499539693763468,False
1100,13,1714499539793614439,False
1111,13,1714499539893803223,False
1122,13,1714499539993286994,False
1133,13,1714499540093722580,False
1144,13,1714499540193749897,False
1155,13,1714499540293906627,False
1166,13,1714499540394181123,False
1177,13,1714499540493763736,False
1188,13,1714499540594208764,False
1199,13,1714499540693728396,False
1210,13,1714499540794054785,False
1221,13,1714499540893390542,False
1232,13,1714499540994180588,False
